wikidata,type,text
https://www.wikidata.org/wiki/Q4640,mit,Vulcano
https://www.wikidata.org/wiki/Q684,place,Oriente
https://www.wikidata.org/wiki/Q679,place,Poniente
https://www.wikidata.org/wiki/Q2,place,tierra
https://www.wikidata.org/wiki/Q25322,place,Ártico
https://www.wikidata.org/wiki/Q183273,place,polos
https://www.wikidata.org/wiki/Q203673,mit,Calixto
https://www.wikidata.org/wiki/Q131585,mit,Luna
https://www.wikidata.org/wiki/Q272047,mit,Endimión
https://www.wikidata.org/wiki/Q194015,mit,Dafnes
https://www.wikidata.org/wiki/Q5011,mit,niño Amor
https://www.wikidata.org/wiki/Q152262,mit,Plutón
https://www.wikidata.org/wiki/Q14515330,mit,Proserpina
https://www.wikidata.org/wiki/Q3991817,mit,TESIFONTE
https://www.wikidata.org/wiki/Q3991817,mit,Tesifonte
https://www.wikidata.org/wiki/Q182101,mit,Tántalos
https://www.wikidata.org/wiki/Q83160,mit,Prometeos
https://www.wikidata.org/wiki/Q3991817,mit,Tesifonte
https://www.wikidata.org/wiki/Q46,place,Europa
https://www.wikidata.org/wiki/Q48,place,Asia
https://www.wikidata.org/wiki/Q15,place,África
https://www.wikidata.org/wiki/Q41,place,Grecia
https://www.wikidata.org/wiki/Q22647,place,Troya
https://www.wikidata.org/wiki/Q170779,mit,Casandra
https://www.wikidata.org/wiki/Q12898802,place,Arcadia
https://www.wikidata.org/wiki/Q102561,mit,Sísifo
https://www.wikidata.org/wiki/Q271891,mit,Ixïon
https://www.wikidata.org/wiki/Q6612,mit,Caronte
https://www.wikidata.org/wiki/Q193609,mit,Radamanto
https://www.wikidata.org/wiki/Q83496,mit,Cancerbero
https://www.wikidata.org/wiki/Q163920,mit,Adonis
https://www.wikidata.org/wiki/Q57751375,mit,Arabia
https://www.wikidata.org/wiki/Q270710,mit,limbo
https://www.wikidata.org/wiki/Q825,mit,Dios
https://www.wikidata.org/wiki/Q619300,mit,Amadríades
https://www.wikidata.org/wiki/Q5011,mit,Niño
https://www.wikidata.org/wiki/Q163920,mit,Él
https://www.wikidata.org/wiki/Q47652,mit,ella
https://www.wikidata.org/wiki/Q22647,place,Troya
https://www.wikidata.org/wiki/Q29,place,España
https://www.wikidata.org/wiki/Q220,place,Roma
https://www.wikidata.org/wiki/Q6343,place,Cartago
https://www.wikidata.org/wiki/Q203480,mit,Faetón
https://www.wikidata.org/wiki/Q37340,mit,yo
https://www.wikidata.org/wiki/Q3991817,mit,Tesifonte
https://www.wikidata.org/wiki/Q37340,mit,Delio
https://www.wikidata.org/wiki/Q115449,mit,Filomela
https://www.wikidata.org/wiki/Q725286,mit,Coronis
https://www.wikidata.org/wiki/Q1231743,mit,Progne
https://www.wikidata.org/wiki/Q602258,mit,Melampo
https://www.wikidata.org/wiki/Q190103,mit,Castor
https://www.wikidata.org/wiki/Q452077,mit,Menipo
https://www.wikidata.org/wiki/Q118992,person,MENANDRO
https://www.wikidata.org/wiki/Q118992,person,MENANDRO
https://www.wikidata.org/wiki/Q163920,mit,él
https://www.wikidata.org/wiki/Q220344,mit,oráculo
https://www.wikidata.org/wiki/Q37340,mit,Febo
https://www.wikidata.org/wiki/Q8717,place,Sevilla
https://www.wikidata.org/wiki/Q210372,mit,D. JUAN
https://www.wikidata.org/wiki/Q210372,mit,D. JUAN
https://www.wikidata.org/wiki/Q210372,mit,D. JUAN
https://www.wikidata.org/wiki/Q210372,mit,villano
https://www.wikidata.org/wiki/Q29,place,España
https://www.wikidata.org/wiki/Q2634,place,Nápoles
https://www.wikidata.org/wiki/Q426339,place,palacio real
https://www.wikidata.org/wiki/Q217196,place,Castilla
https://www.wikidata.org/wiki/Q2634,place,Nápoles
https://www.wikidata.org/wiki/Q38882,place,mar
https://www.wikidata.org/wiki/Q38,place,Italia
https://www.wikidata.org/wiki/Q38,place,Italia
https://www.wikidata.org/wiki/Q1460,place,Sicilia
https://www.wikidata.org/wiki/Q490,place,Milán
https://www.wikidata.org/wiki/Q29,place,España
https://www.wikidata.org/wiki/Q825,mit,Dios
https://www.wikidata.org/wiki/Q50193,event,caballo griego
https://www.wikidata.org/wiki/Q825,mit,Dios
https://www.wikidata.org/wiki/Q825,mit,Dios
https://www.wikidata.org/wiki/Q5823,place,Ceuta
https://www.wikidata.org/wiki/Q126148,place,Tánger
https://www.wikidata.org/wiki/Q919536,place,Villaverde
https://www.wikidata.org/wiki/Q580391,place,Almendral
https://www.wikidata.org/wiki/Q551056,place,Mértola
https://www.wikidata.org/wiki/Q1640239,place,Herrera
https://www.wikidata.org/wiki/Q173063,place,Castilla
https://www.wikidata.org/wiki/Q45,place,Portugal
https://www.wikidata.org/wiki/Q597,place,Lisboa
https://www.wikidata.org/wiki/Q29,place,España
https://www.wikidata.org/wiki/Q597,place,Lisboa
https://www.wikidata.org/wiki/Q29,place,España
https://www.wikidata.org/wiki/Q15098,place,Cuenca
https://www.wikidata.org/wiki/Q15098,place,Cuenca
https://www.wikidata.org/wiki/Q14294,place,Tajo
https://www.wikidata.org/wiki/Q29,place,España
https://www.wikidata.org/wiki/Q3954,mit,Neptuno
https://www.wikidata.org/wiki/Q273059,place,Cascaes
https://www.wikidata.org/wiki/Q389205,place,Alcántara
https://www.wikidata.org/wiki/Q216822,person,Apeles
https://www.wikidata.org/wiki/Q220,place,Romas
https://www.wikidata.org/wiki/Q597,place,Lisboa
https://www.wikidata.org/wiki/Q831469,place,Bética
https://www.wikidata.org/wiki/Q831469,place,Bética
https://www.wikidata.org/wiki/Q684,place,Oriente
https://www.wikidata.org/wiki/Q45,place,Portugal
https://www.wikidata.org/wiki/Q597,place,su casa regia
https://www.wikidata.org/wiki/Q142,place,Francia
https://www.wikidata.org/wiki/Q21,place,Ingalaterra
https://www.wikidata.org/wiki/Q1478288,place,palacio real
https://www.wikidata.org/wiki/Q14294,place,Tajo
https://www.wikidata.org/wiki/Q47231,mit,Ulises
https://www.wikidata.org/wiki/Q47231,mit,Ulises
https://www.wikidata.org/wiki/Q597,place,Ulisibona
https://www.wikidata.org/wiki/Q587697,person,rey don Alfonso Enríquez
https://www.wikidata.org/wiki/Q738004,place,Sierra de Estrella
https://www.wikidata.org/wiki/Q8717,place,Sevilla
https://www.wikidata.org/wiki/Q82732,mit,Eneas
https://www.wikidata.org/wiki/Q905162,mit,reina de Cartago
https://www.wikidata.org/wiki/Q825,mit,Dios
https://www.wikidata.org/wiki/Q22647,place,Troya
https://www.wikidata.org/wiki/Q22647,place,Troyas
https://www.wikidata.org/wiki/Q159666,mit,Héctor
https://www.wikidata.org/wiki/Q462844,place,Ulloa
https://www.wikidata.org/wiki/Q1048,person,César
https://www.wikidata.org/wiki/Q1048,person,César
https://www.wikidata.org/wiki/Q217196,place,Castilla
https://www.wikidata.org/wiki/Q2634,place,Nápoles
https://www.wikidata.org/wiki/Q2634,place,Nápoles
https://www.wikidata.org/wiki/Q10305,place,El barrio de Cantarranas
https://www.wikidata.org/wiki/Q601893,place,Tolú
https://www.wikidata.org/wiki/Q597,place,Lisboa
https://www.wikidata.org/wiki/Q261085,place,Lebrija
https://www.wikidata.org/wiki/Q70899,mit,Adán
https://www.wikidata.org/wiki/Q498261,place,Alcázar
https://www.wikidata.org/wiki/Q22647,place,Troya
https://www.wikidata.org/wiki/Q38,place,Italia
https://www.wikidata.org/wiki/Q38,place,Italia
https://www.wikidata.org/wiki/Q756910,org,Calatrava
https://www.wikidata.org/wiki/Q41553,mit,Coloso de Rodas
https://www.wikidata.org/wiki/Q19546,person,Papa
https://www.wikidata.org/wiki/Q14309,place,Guadalquivides
https://www.wikidata.org/wiki/Q5684,place,Babilonias
https://www.wikidata.org/wiki/Q35230,mit,Lucifer
https://www.wikidata.org/wiki/Q180141,place,Sodoma
https://www.wikidata.org/wiki/Q564,mit,infierno
https://www.wikidata.org/wiki/Q161652,place,japón
https://www.wikidata.org/wiki/Q564,mit,infierno
https://www.wikidata.org/wiki/Q15088,place,En Tarragona
https://www.wikidata.org/wiki/Q8818,place,Valencia
https://www.wikidata.org/wiki/Q210372,mit,don Juan Tenorio
https://www.wikidata.org/wiki/Q4918,place,Robusto mar de España
https://www.wikidata.org/wiki/Q22647,place,Troya
https://www.wikidata.org/wiki/Q4918,place,mar
https://www.wikidata.org/wiki/Q1394174,person,San Panuncio
https://www.wikidata.org/wiki/Q498261,place,Alcázar
https://www.wikidata.org/wiki/Q498261,place,Alcázar
https://www.wikidata.org/wiki/Q4948,place,Venecia
https://www.wikidata.org/wiki/Q161936,mit,señora Muerte
https://www.wikidata.org/wiki/Q16869,place,Costantinopla
https://www.wikidata.org/wiki/Q586018,place,Osuna
https://www.wikidata.org/wiki/Q6499496,person,Laura Terracina
https://www.wikidata.org/wiki/Q272497,person,Ana Bins
https://www.wikidata.org/wiki/Q17892,person,Sapho
https://www.wikidata.org/wiki/Q257448,person,Valeria
https://www.wikidata.org/wiki/Q12898817,person,Argentaria
https://www.wikidata.org/wiki/Q520504,person,Vicente Espinel
https://www.wikidata.org/wiki/Q825,mit,Dios
https://www.wikidata.org/wiki/Q114713796,person,Mariana Vaca
https://www.wikidata.org/wiki/Q450246,person,fray Luis
https://www.wikidata.org/wiki/Q450246,person,fray Luis
https://www.wikidata.org/wiki/Q825,mit,Dios
https://www.wikidata.org/wiki/Q530936,event,Siglo Dorado
https://www.wikidata.org/wiki/Q5720,place,Valencia
https://www.wikidata.org/wiki/Q220,place,Roma
https://www.wikidata.org/wiki/Q235113,mit,ángel
https://www.wikidata.org/wiki/Q825,mit,Dios
https://www.wikidata.org/wiki/Q39503,mit,Artemisa
https://www.wikidata.org/wiki/Q220,place,Roma
https://www.wikidata.org/wiki/Q302,mit,Jesús
https://www.wikidata.org/wiki/Q825,mit,Dios
https://www.wikidata.org/wiki/Q825,mit,Dios
https://www.wikidata.org/wiki/Q825,mit,Dios
https://www.wikidata.org/wiki/Q825,mit,Dios
https://www.wikidata.org/wiki/Q7559,mit,dragones
https://www.wikidata.org/wiki/Q317932,mit,Argos
https://www.wikidata.org/wiki/Q212262,mit,vellocino
https://www.wikidata.org/wiki/Q48853,mit,Angélica
https://www.wikidata.org/wiki/Q494762,mit,Júpiter cisne
https://www.wikidata.org/wiki/Q48444,mit,Fenis
https://www.wikidata.org/wiki/Q1231003,place,Concentaina
https://www.wikidata.org/wiki/Q50202305,place,Puñoenrostro
https://www.wikidata.org/wiki/Q825,mit,Dios
https://www.wikidata.org/wiki/Q5011,mit,Amor
https://www.wikidata.org/wiki/Q1285,place,Apenino
https://www.wikidata.org/wiki/Q1016,place,Libia
https://www.wikidata.org/wiki/Q57751375,place,Arabia
https://www.wikidata.org/wiki/Q83311,place,Persia
https://www.wikidata.org/wiki/Q15,place,África
https://www.wikidata.org/wiki/Q1028,place,Marruecos
https://www.wikidata.org/wiki/Q34274,mit,Evangelio
https://www.wikidata.org/wiki/Q40662,mit,San Juan
https://www.wikidata.org/wiki/Q13409873,mit,Píramo
https://www.wikidata.org/wiki/Q10696861,mit,Tisbe
https://www.wikidata.org/wiki/Q825,mit,Dios
https://www.wikidata.org/wiki/Q297776,person,Dioscórides
https://www.wikidata.org/wiki/Q1541,person,Tulio
https://www.wikidata.org/wiki/Q235113,mit,Ángel
https://www.wikidata.org/wiki/Q825,mit,Dios
https://www.wikidata.org/wiki/Q825,mit,Dios
https://www.wikidata.org/wiki/Q825,mit,Dios
https://www.wikidata.org/wiki/Q5720,place,Valencia
https://www.wikidata.org/wiki/Q450246,person,fray Luis
https://www.wikidata.org/wiki/Q825,mit,Dios
https://www.wikidata.org/wiki/Q1571145,event,misa del Gallo
https://www.wikidata.org/wiki/Q151967,mit,san Blas
https://www.wikidata.org/wiki/Q825,mit,Dios
https://www.wikidata.org/wiki/Q40662,mit,San Juan
https://www.wikidata.org/wiki/Q825,mit,Dios
https://www.wikidata.org/wiki/Q825,mit,Dios
https://www.wikidata.org/wiki/Q825,mit,Dios
https://www.wikidata.org/wiki/Q5720,place,Valencia
https://www.wikidata.org/wiki/Q5011,mit,Amor
https://www.wikidata.org/wiki/Q825,mit,Dios
https://www.wikidata.org/wiki/Q40662,mit,San Juan
https://www.wikidata.org/wiki/Q5682,person,Miguel Cervantes
https://www.wikidata.org/wiki/Q165425,event,Naval
https://www.wikidata.org/wiki/Q241070,mit,Galatea
https://www.wikidata.org/wiki/Q174278,mit,Medea
https://www.wikidata.org/wiki/Q163920,mit,Adonis
https://www.wikidata.org/wiki/Q47551,person,Tiziano
https://www.wikidata.org/wiki/Q5597,person,Rafael de Urbinas
https://www.wikidata.org/wiki/Q555022,person,Martín de Vos
https://www.wikidata.org/wiki/Q825,mit,Dios
https://www.wikidata.org/wiki/Q825,mit,Dios
https://www.wikidata.org/wiki/Q38,place,Italia
https://www.wikidata.org/wiki/Q323904,place,Indias portuguesas
https://www.wikidata.org/wiki/Q235113,mit,ángel
https://www.wikidata.org/wiki/Q825,mit,Dios
https://www.wikidata.org/wiki/Q235113,mit,ángel
https://www.wikidata.org/wiki/Q177413,mit,demonio
https://www.wikidata.org/wiki/Q235113,mit,ángel
https://www.wikidata.org/wiki/Q825,mit,Dios
https://www.wikidata.org/wiki/Q151967,mit,san Blas
https://www.wikidata.org/wiki/Q39503,mit,Artemisa
https://www.wikidata.org/wiki/Q825,mit,Dios
https://www.wikidata.org/wiki/Q160730,mit,Medusa
https://www.wikidata.org/wiki/Q289957,mit,Jacob
https://www.wikidata.org/wiki/Q825,mit,Dios
https://www.wikidata.org/wiki/Q207535,mit,Roldán
https://www.wikidata.org/wiki/Q41746,mit,Aquiles
https://www.wikidata.org/wiki/Q10316761,mit,Leandro
https://www.wikidata.org/wiki/Q825,mit,Dios
https://www.wikidata.org/wiki/Q825,mit,Dios
https://www.wikidata.org/wiki/Q825,mit,Dios
https://www.wikidata.org/wiki/Q302,mit,Jesús
https://www.wikidata.org/wiki/Q220822,mit,Esaú
https://www.wikidata.org/wiki/Q37340,mit,Apolo
https://www.wikidata.org/wiki/Q825,mit,Dios
https://www.wikidata.org/wiki/Q825,mit,Dios
https://www.wikidata.org/wiki/Q825,mit,Dios
https://www.wikidata.org/wiki/Q5011,mit,dios de amor
https://www.wikidata.org/wiki/Q825,mit,Dios
https://www.wikidata.org/wiki/Q1149081,place,Oriente
https://www.wikidata.org/wiki/Q29,place,España
https://www.wikidata.org/wiki/Q8409,person,Alejandro
https://www.wikidata.org/wiki/Q373916,mit,ninfa
https://www.wikidata.org/wiki/Q132543,mit,Diana
https://www.wikidata.org/wiki/Q184570,mit,Iris
https://www.wikidata.org/wiki/Q132543,mit,Diana
https://www.wikidata.org/wiki/Q1150,mit,Mercurio
https://www.wikidata.org/wiki/Q1150,mit,Mercurio
https://www.wikidata.org/wiki/Q825,mit,Dios
https://www.wikidata.org/wiki/Q132543,mit,Diana
https://www.wikidata.org/wiki/Q101583,place,Tebas
https://www.wikidata.org/wiki/Q1611657,mit,Ifis
https://www.wikidata.org/wiki/Q488621,mit,aquella que de mármol tiene el pecho
https://www.wikidata.org/wiki/Q825,mit,Dios
https://www.wikidata.org/wiki/Q48853,mit,Angélica
https://www.wikidata.org/wiki/Q825,mit,Dios
https://www.wikidata.org/wiki/Q825,mit,Dios
https://www.wikidata.org/wiki/Q825,mit,Dios
https://www.wikidata.org/wiki/Q1116690,mit,Rodamontes
https://www.wikidata.org/wiki/Q207535,mit,Orlando
https://www.wikidata.org/wiki/Q825,mit,Dios
https://www.wikidata.org/wiki/Q825,mit,Dios
https://www.wikidata.org/wiki/Q825,mit,Dios
https://www.wikidata.org/wiki/Q163920,mit,Adonis
https://www.wikidata.org/wiki/Q13409873,mit,Píramo
https://www.wikidata.org/wiki/Q179256,mit,Narciso
https://www.wikidata.org/wiki/Q2807,place,Madrid
https://www.wikidata.org/wiki/Q5720,place,Valencia
https://www.wikidata.org/wiki/Q2807,place,Madrid
https://www.wikidata.org/wiki/Q843382,mit,Psiques
https://www.wikidata.org/wiki/Q5011,mit,Amor
https://www.wikidata.org/wiki/Q5011,mit,Amor
https://www.wikidata.org/wiki/Q37340,mit,Apolo
https://www.wikidata.org/wiki/Q132543,mit,Diana
https://www.wikidata.org/wiki/Q132543,mit,Diana
https://www.wikidata.org/wiki/Q825,mit,Dios
https://www.wikidata.org/wiki/Q235113,mit,ángel
https://www.wikidata.org/wiki/Q184570,mit,Iris
https://www.wikidata.org/wiki/Q1150,mit,Mercurio
https://www.wikidata.org/wiki/Q42702348,mit,Amadís
https://www.wikidata.org/wiki/Q132543,mit,Diana
https://www.wikidata.org/wiki/Q825,mit,Dios
https://www.wikidata.org/wiki/Q3393007,place,Zaidía
https://www.wikidata.org/wiki/Q235113,mit,ángel
https://www.wikidata.org/wiki/Q6674,mit,diablo
https://www.wikidata.org/wiki/Q6674,mit,diablo
https://www.wikidata.org/wiki/Q234,place,Flandes
https://www.wikidata.org/wiki/Q302,mit,Jesú
https://www.wikidata.org/wiki/Q302,mit,Jesú
https://www.wikidata.org/wiki/Q825,mit,Dios
https://www.wikidata.org/wiki/Q132543,mit,Diana
https://www.wikidata.org/wiki/Q132543,mit,Diana
https://www.wikidata.org/wiki/Q825,mit,Dios
https://www.wikidata.org/wiki/Q2807,mit,Madrid
https://www.wikidata.org/wiki/Q30880528,mit,Gradaso
https://www.wikidata.org/wiki/Q825,mit,Dios
https://www.wikidata.org/wiki/Q48853,mit,Angélica
https://www.wikidata.org/wiki/Q5720,place,Valencia
https://www.wikidata.org/wiki/Q207535,mit,Orlando
https://www.wikidata.org/wiki/Q5415468,mit,Sacripante
https://www.wikidata.org/wiki/Q1158870,mit,Ferragud
https://www.wikidata.org/wiki/Q48853,mit,Angélica
https://www.wikidata.org/wiki/Q3853841,mit,Medoro
https://www.wikidata.org/wiki/Q29,place,España
https://www.wikidata.org/wiki/Q825,mit,Dios
https://www.wikidata.org/wiki/Q2807,mit,Madrid
https://www.wikidata.org/wiki/Q2807,place,Madrid
https://www.wikidata.org/wiki/Q825,mit,Dios
https://www.wikidata.org/wiki/Q9064478,place,puente del Real
https://www.wikidata.org/wiki/Q5720,place,Valencia
https://www.wikidata.org/wiki/Q5011,mit,dios de amor
https://www.wikidata.org/wiki/Q5720,place,Valencia
https://www.wikidata.org/wiki/Q207535,mit,Roldán
https://en.wikipedia.org/wiki/Porcia_(wife_of_Brutus),mit,Porcia
https://www.wikidata.org/wiki/Q40662,mit,San Juan
https://www.wikidata.org/wiki/Q6674,mit,diablo
https://www.wikidata.org/wiki/Q5720,place,Valencia
https://www.wikidata.org/wiki/Q35230,mit,Satanás
https://www.wikidata.org/wiki/Q825,mit,Dios
https://www.wikidata.org/wiki/Q187602,mit,Circe
https://www.wikidata.org/wiki/Q215681,mit,Lanzarote
https://www.wikidata.org/wiki/Q825,mit,Dios
https://www.wikidata.org/wiki/Q825,mit,Dios
https://www.wikidata.org/wiki/Q187602,mit,Circe
https://www.wikidata.org/wiki/Q5720,place,Valencia
https://www.wikidata.org/wiki/Q302,mit,Jesús
https://www.wikidata.org/wiki/Q825,mit,Dios
